,time (s),Channel 1 (V),Channel 2 (V)
580,-0.0136,1.48,0.9400000000000001
581,-0.01358,1.48,0.9400000000000001
582,-0.01356,1.5,0.9400000000000001
583,-0.01354,1.5,0.9400000000000001
584,-0.013519999999999999,1.5,0.96
585,-0.0135,1.5,0.96
586,-0.013479999999999999,1.52,0.96
587,-0.01346,1.52,0.96
588,-0.013439999999999999,1.52,0.98
589,-0.01342,1.52,0.98
590,-0.013399999999999999,1.52,0.98
591,-0.01338,1.54,0.98
592,-0.013359999999999999,1.54,1.0
593,-0.01334,1.54,1.0
594,-0.013319999999999999,1.54,1.0
595,-0.0133,1.54,1.0
596,-0.013279999999999998,1.54,1.0
597,-0.01326,1.54,1.02
598,-0.01324,1.56,1.02
599,-0.013219999999999999,1.56,1.02
600,-0.0132,1.56,1.02
601,-0.013179999999999999,1.56,1.02
602,-0.01316,1.56,1.02
603,-0.013139999999999999,1.58,1.04
604,-0.01312,1.58,1.04
605,-0.013099999999999999,1.58,1.04
606,-0.01308,1.58,1.04
607,-0.013059999999999999,1.58,1.04
608,-0.01304,1.58,1.06
609,-0.013019999999999999,1.58,1.06
610,-0.013,1.6,1.06
611,-0.012979999999999998,1.6,1.06
612,-0.01296,1.6,1.06
613,-0.012939999999999998,1.6,1.06
614,-0.01292,1.6,1.08
615,-0.0129,1.6,1.08
616,-0.012879999999999999,1.6,1.08
617,-0.01286,1.6,1.08
618,-0.012839999999999999,1.6,1.08
619,-0.01282,1.6,1.08
620,-0.012799999999999999,1.6,1.08
621,-0.01278,1.6,1.08
622,-0.012759999999999999,1.62,1.08
623,-0.01274,1.62,1.08
624,-0.012719999999999999,1.62,1.08
625,-0.0127,1.62,1.08
626,-0.012679999999999999,1.62,1.1
627,-0.01266,1.62,1.1
628,-0.012639999999999998,1.62,1.1
629,-0.01262,1.62,1.1
630,-0.012599999999999998,1.62,1.1
631,-0.01258,1.62,1.1
632,-0.01256,1.62,1.1
633,-0.012539999999999999,1.62,1.1
634,-0.01252,1.62,1.1
635,-0.012499999999999999,1.62,1.1
636,-0.01248,1.62,1.12
637,-0.012459999999999999,1.62,1.12
638,-0.01244,1.62,1.12
639,-0.012419999999999999,1.62,1.12
640,-0.0124,1.62,1.12
641,-0.012379999999999999,1.62,1.12
642,-0.01236,1.62,1.12
643,-0.012339999999999999,1.62,1.12
644,-0.01232,1.62,1.12
645,-0.012299999999999998,1.62,1.12
646,-0.01228,1.62,1.12
647,-0.012259999999999998,1.62,1.12
648,-0.01224,1.62,1.12
649,-0.01222,1.62,1.12
650,-0.012199999999999999,1.62,1.12
651,-0.01218,1.62,1.12
652,-0.012159999999999999,1.62,1.12
653,-0.01214,1.62,1.12
654,-0.012119999999999999,1.6,1.12
655,-0.0121,1.6,1.12
656,-0.012079999999999999,1.6,1.12
657,-0.01206,1.6,1.12
658,-0.012039999999999999,1.6,1.12
659,-0.01202,1.6,1.12
660,-0.011999999999999999,1.6,1.12
661,-0.01198,1.6,1.12
662,-0.011959999999999998,1.6,1.12
663,-0.01194,1.6,1.12
664,-0.011919999999999998,1.6,1.12
665,-0.011899999999999999,1.6,1.12
666,-0.01188,1.58,1.12
667,-0.011859999999999999,1.58,1.12
668,-0.01184,1.58,1.12
669,-0.011819999999999999,1.58,1.12
670,-0.0118,1.58,1.12
671,-0.011779999999999999,1.58,1.12
672,-0.01176,1.56,1.12
673,-0.011739999999999999,1.56,1.12
674,-0.01172,1.56,1.12
675,-0.011699999999999999,1.56,1.12
676,-0.01168,1.56,1.12
677,-0.011659999999999998,1.54,1.12
678,-0.01164,1.54,1.12
679,-0.011619999999999998,1.54,1.12
680,-0.0116,1.54,1.12
681,-0.011579999999999998,1.54,1.12
682,-0.011559999999999999,1.54,1.12
683,-0.01154,1.54,1.12
684,-0.011519999999999999,1.52,1.12
685,-0.0115,1.52,1.12
686,-0.011479999999999999,1.52,1.12
687,-0.01146,1.52,1.12
688,-0.011439999999999999,1.5,1.1
689,-0.01142,1.5,1.1
690,-0.011399999999999999,1.5,1.1
691,-0.01138,1.5,1.1
692,-0.011359999999999999,1.5,1.1
693,-0.01134,1.48,1.1
694,-0.011319999999999998,1.48,1.1
695,-0.0113,1.48,1.1
696,-0.011279999999999998,1.46,1.1
697,-0.01126,1.46,1.1
698,-0.011239999999999998,1.46,1.1
699,-0.011219999999999999,1.46,1.1
700,-0.0112,1.44,1.1
701,-0.011179999999999999,1.44,1.1
702,-0.01116,1.44,1.1
703,-0.011139999999999999,1.44,1.1
704,-0.01112,1.44,1.1
705,-0.011099999999999999,1.42,1.1
706,-0.01108,1.42,1.1
707,-0.011059999999999999,1.42,1.1
708,-0.01104,1.4000000000000001,1.1
709,-0.011019999999999999,1.4000000000000001,1.1
710,-0.011,1.4000000000000001,1.08
711,-0.010979999999999998,1.4000000000000001,1.08
712,-0.01096,1.3800000000000001,1.08
713,-0.010939999999999998,1.3800000000000001,1.08
714,-0.01092,1.3800000000000001,1.08
715,-0.010899999999999998,1.36,1.08
716,-0.010879999999999999,1.36,1.08
717,-0.01086,1.36,1.08
718,-0.010839999999999999,1.34,1.08
719,-0.01082,1.34,1.08
720,-0.010799999999999999,1.32,1.08
721,-0.01078,1.32,1.08
722,-0.010759999999999999,1.32,1.08
723,-0.01074,1.3,1.08
724,-0.010719999999999999,1.3,1.08
725,-0.0107,1.3,1.08
726,-0.010679999999999999,1.28,1.08
727,-0.01066,1.28,1.08
728,-0.010639999999999998,1.28,1.08
729,-0.01062,1.26,1.08
730,-0.010599999999999998,1.26,1.08
731,-0.010579999999999999,1.26,1.08
732,-0.010559999999999998,1.24,1.08
733,-0.010539999999999999,1.24,1.08
734,-0.01052,1.22,1.08
735,-0.010499999999999999,1.22,1.08
736,-0.01048,1.2,1.08
737,-0.010459999999999999,1.2,1.08
738,-0.01044,1.2,1.08
739,-0.010419999999999999,1.18,1.08
740,-0.0104,1.18,1.08
741,-0.010379999999999999,1.16,1.06
742,-0.01036,1.16,1.06
743,-0.010339999999999998,1.16,1.06
744,-0.01032,1.1400000000000001,1.06
745,-0.010299999999999998,1.1400000000000001,1.06
746,-0.01028,1.12,1.06
747,-0.010259999999999998,1.12,1.06
748,-0.010239999999999999,1.12,1.06
749,-0.010219999999999998,1.12,1.06
750,-0.010199999999999999,1.1,1.06
